Date,Open,High,Low,Close,Adj Close,Volume
2022-06-01,8.060999870300293,8.060999870300293,7.730000019073486,7.730000019073486,7.730000019073486,380
2022-06-02,7.796999931335449,7.810999870300293,7.796999931335449,7.810999870300293,7.810999870300293,10
2022-06-03,7.826000213623047,7.874000072479248,7.77400016784668,7.77400016784668,7.77400016784668,450
2022-06-06,7.539000034332275,7.539000034332275,7.539000034332275,7.539000034332275,7.539000034332275,0
2022-06-07,7.504000186920166,7.504000186920166,7.504000186920166,7.504000186920166,7.504000186920166,0
2022-06-08,7.8470001220703125,7.8470001220703125,7.8470001220703125,7.8470001220703125,7.8470001220703125,0
2022-06-09,7.553999900817871,7.553999900817871,7.190999984741211,7.190999984741211,7.190999984741211,10
2022-06-10,6.916999816894531,6.916999816894531,6.916999816894531,6.916999816894531,6.916999816894531,0
2022-06-13,6.75600004196167,6.75600004196167,6.75600004196167,6.75600004196167,6.75600004196167,30
2022-06-14,6.215000152587891,6.300000190734863,6.215000152587891,6.300000190734863,6.300000190734863,500
2022-06-15,6.617000102996826,6.828000068664551,6.409999847412109,6.409999847412109,6.409999847412109,1260
2022-06-16,6.28000020980835,6.28000020980835,5.804999828338623,5.804999828338623,5.804999828338623,5
2022-06-17,5.826000213623047,5.826000213623047,5.826000213623047,5.826000213623047,5.826000213623047,0
2022-06-20,6.313000202178955,6.421000003814697,6.313000202178955,6.421000003814697,6.421000003814697,966
2022-06-21,6.416999816894531,6.728000164031982,6.416999816894531,6.728000164031982,6.728000164031982,530
2022-06-22,6.302000045776367,6.302000045776367,6.302000045776367,6.302000045776367,6.302000045776367,0
2022-06-23,6.165999889373779,6.25,6.165999889373779,6.25,6.25,200
2022-06-24,6.78000020980835,6.78000020980835,6.78000020980835,6.78000020980835,6.78000020980835,0
2022-06-27,6.5920000076293945,6.598999977111816,6.5920000076293945,6.598999977111816,6.598999977111816,900
2022-06-28,6.3379998207092285,6.367000102996826,6.3379998207092285,6.367000102996826,6.367000102996826,200
2022-06-29,6.303999900817871,6.303999900817871,4.801000118255615,4.801000118255615,4.801000118255615,8535
2022-06-30,4.926000118255615,4.926000118255615,4.91949987411499,4.91949987411499,4.91949987411499,600
2022-07-01,4.646999835968018,4.646999835968018,4.3520002365112305,4.3520002365112305,4.3520002365112305,40
2022-07-04,4.427499771118164,4.616499900817871,4.427499771118164,4.616499900817871,4.616499900817871,420
2022-07-05,4.566999912261963,4.749499797821045,4.566999912261963,4.749499797821045,4.749499797821045,2100
2022-07-06,4.5279998779296875,4.625500202178955,4.5279998779296875,4.545000076293945,4.545000076293945,1321
2022-07-07,4.554999828338623,5.708000183105469,4.554999828338623,5.708000183105469,5.708000183105469,4637
2022-07-08,5.229000091552734,5.229000091552734,5.0980000495910645,5.171999931335449,5.171999931335449,1530
2022-07-11,4.952499866485596,4.952499866485596,4.952499866485596,4.952499866485596,4.952499866485596,0
2022-07-12,4.7195000648498535,4.763500213623047,4.7195000648498535,4.763500213623047,4.763500213623047,166
2022-07-13,4.973499774932861,4.973499774932861,4.903500080108643,4.903500080108643,4.903500080108643,1738
2022-07-14,4.980000019073486,4.994500160217285,4.980000019073486,4.994500160217285,4.994500160217285,10
